acceleration,aggression,agility,balance,ball,composure,crossing,curve,defending,diving,dribbling,finishing,fk,handling,heading,interceptions,jumping,kicking,long,marking,pace,passing,penalties,physicality,player_id,positioning,raits,reactions,reflexes,shooting,short,shot,sliding,specialities,speed,sprint,stamina,standing,strength,vision,volleys,cam,cb,cdm,cf,cm,lb,lf,lm,lw,lwb,rb,rf,rm,rw,rwb,st,added_on,age,att_workrate,club,def_workrate,foot,height,intl_reputation,league,name,nation,origin,revision,skills,weak_foot,weight,colour,front_scores,overall_score,position,rareness
41,29,50,43,33,34,11,15,0,76,14,14,14,71,16,18,58,77,34,13,0,0,30,0,2253,71,['None'],66,74,0,33,36,14,['None'],41,44,31,14,60,38,16,30,26,29,29,31,26,29,29,28,26,26,29,29,28,26,28,2016-09-21,30,Med,West Ham,Med,Right,185,1,Premier League,Randolph,Republic of Ireland,N\A,Normal,1,3,80,silver,"{'POS': '71', 'SPE': '41', 'REF': '77', 'KIC': '74', 'HAN': '71', 'DIV': '76'}",74,GK,rare
77,65,77,70,73,72,70,55,69,0,72,62,33,0,66,67,79,0,65,69,78,66,50,72,2959,65,['Dribbler - Speed Dribbler'],73,0,61,70,66,70,['None'],0,78,79,71,70,68,43,70,70,70,69,69,72,69,71,70,72,72,69,71,70,72,68,2016-09-21,23,High,West Ham,High,Right,180,1,Premier League,Byram,England,N\A,Normal,2,3,72,silver,"{'PHY': '72', 'DEF': '69', 'DRI': '73', 'PAS': '66', 'SHO': '61', 'PAC': '78'}",73,RB,rare
77,46,72,59,71,61,54,57,46,0,71,68,51,0,43,35,60,0,68,54,79,66,55,64,14799,56,['Dribbler - Speed Dribbler'],58,0,65,73,69,54,['None'],0,81,72,42,68,68,54,69,52,58,67,65,57,67,68,68,59,57,67,68,68,59,65,2016-09-21,21,Med,West Ham,Med,Right,190,1,Premier League,Fernandes,Switzerland,N\A,Normal,3,4,70,silver,"{'PHY': '64', 'DEF': '46', 'DRI': '70', 'PAS': '66', 'SHO': '65', 'PAC': '79'}",70,CAM,non-rare
72,81,57,47,57,52,43,37,65,0,44,36,40,0,69,64,80,0,50,65,70,50,30,76,6371,32,['Injury Prone'],55,0,46,59,71,64,['None'],0,69,66,65,79,47,58,51,67,62,51,53,62,51,52,50,60,62,51,52,50,60,54,2016-09-21,24,Med,West Ham,Med,Right,184,1,Premier League,Henry,Canada,N\A,Normal,2,2,82,silver,"{'PHY': '76', 'DEF': '65', 'DRI': '50', 'PAS': '50', 'SHO': '46', 'PAC': '70'}",68,CB,non-rare
68,64,58,53,60,59,34,35,65,0,46,22,36,0,64,62,67,0,51,65,71,50,48,67,8526,34,['None'],62,0,33,62,49,65,['None'],0,74,69,67,67,53,36,52,65,62,50,55,62,50,52,50,60,62,50,52,50,60,49,2016-09-21,18,Med,West Ham,Med,Right,191,1,Premier League,Oxford,England,N\A,Normal,2,3,71,silver,"{'PHY': '67', 'DEF': '65', 'DRI': '53', 'PAS': '50', 'SHO': '33', 'PAC': '71'}",66,CB,non-rare
71,55,74,56,64,63,23,44,24,0,62,66,23,0,68,22,73,0,27,16,74,38,52,69,8351,64,['Target Forward'],63,0,64,46,67,19,['None'],0,76,64,22,77,48,49,58,41,40,62,50,41,62,56,59,41,41,62,56,59,41,65,2016-09-21,21,Med,West Ham,Low,Right,185,1,Premier League,Fletcher,England,N\A,Normal,2,2,78,silver,"{'PHY': '69', 'DEF': '24', 'DRI': '64', 'PAS': '38', 'SHO': '64', 'PAC': '74'}",66,ST,non-rare
76,27,85,76,73,54,52,38,25,0,76,48,60,0,33,22,41,0,51,23,72,56,50,49,15491,54,"['Flair', 'Technical Dribbler']",57,0,48,61,49,29,['None'],0,69,60,26,54,61,40,63,35,44,62,57,45,62,63,64,48,45,62,63,64,48,55,2016-12-09,20,Med,West Ham,Med,Right,189,1,Premier League,Samuelsen,Norway,N\A,Normal,4,3,72,bronze,"{'PHY': '49', 'DEF': '25', 'DRI': '75', 'PAS': '56', 'SHO': '48', 'PAC': '72'}",64,RM,rare
68,48,61,65,55,55,42,47,21,0,55,65,30,0,58,18,67,0,43,16,67,47,64,55,12043,60,['None'],63,0,61,51,56,23,['None'],0,67,56,14,57,52,53,56,35,38,58,50,39,58,56,57,41,39,58,56,57,41,60,2016-09-21,19,Med,West Ham,Med,Right,180,1,Premier League,Toni Martínez,Spain,N\A,Normal,3,3,70,bronze,"{'PHY': '55', 'DEF': '21', 'DRI': '56', 'PAS': '47', 'SHO': '61', 'PAC': '67'}",61,Martínez,non-rare
56,36,59,55,32,33,15,13,0,59,12,11,12,58,12,23,71,63,34,10,0,0,41,0,12122,57,['None'],60,57,0,32,39,15,['None'],56,59,37,11,64,16,19,27,27,29,27,27,28,27,29,28,28,28,27,29,28,28,28,2016-09-21,24,Med,West Ham,Med,Right,196,1,Premier League,Spiegel,Switzerland,N\A,Normal,1,2,88,bronze,"{'POS': '57', 'SPE': '56', 'REF': '63', 'KIC': '57', 'HAN': '58', 'DIV': '59'}",60,GK,rare
78,39,81,87,63,55,52,52,22,0,66,54,47,0,48,20,55,0,42,19,79,49,45,53,13076,52,['None'],55,0,53,46,54,16,['None'],0,79,56,21,57,54,53,57,34,38,58,50,41,58,58,60,44,41,58,58,60,44,57,2016-09-21,20,Med,West Ham,Med,Right,168,1,Premier League,Parfitt-Williams,Bermuda,N\A,Normal,3,3,64,bronze,"{'PHY': '53', 'DEF': '22', 'DRI': '67', 'PAS': '49', 'SHO': '53', 'PAC': '79'}",58,ST,non-rare
74,55,65,69,62,54,46,60,26,0,62,49,64,0,32,22,53,0,51,27,72,54,48,56,13091,52,['None'],45,0,50,55,56,21,['None'],0,71,54,26,57,60,47,57,36,43,57,52,41,57,57,57,44,41,57,57,57,44,53,2016-09-21,19,Med,West Ham,Med,Right,179,1,Premier League,Browne,England,N\A,Normal,3,3,74,bronze,"{'PHY': '56', 'DEF': '26', 'DRI': '62', 'PAS': '54', 'SHO': '50', 'PAC': '72'}",58,CAM,non-rare
76,54,71,75,56,39,52,34,56,0,55,18,30,0,50,56,64,0,38,55,75,44,33,52,19046,54,['None'],50,0,24,46,34,56,['None'],0,74,57,59,48,41,25,48,55,52,48,47,57,48,52,51,56,57,48,52,51,56,45,2017-06-13,20,Med,West Ham,Med,Right,177,1,Premier League,Knoyle,England,N\A,Normal,2,3,63,bronze,"{'PHY': '52', 'DEF': '56', 'DRI': '58', 'PAS': '44', 'SHO': '24', 'PAC': '75'}",58,RB,non-rare
77,56,76,68,52,41,54,47,50,0,56,21,22,0,35,50,66,0,36,51,78,45,33,56,13374,47,['None'],58,0,27,45,39,53,['None'],0,79,67,54,50,50,20,49,51,51,49,48,56,49,53,52,56,56,49,53,52,56,44,2016-09-21,17,High,West Ham,Med,Left,178,1,Premier League,Neufville,England,N\A,Normal,2,3,67,bronze,"{'PHY': '56', 'DEF': '50', 'DRI': '58', 'PAS': '45', 'SHO': '27', 'PAC': '78'}",57,LB,non-rare
63,53,47,61,40,50,30,35,56,0,37,24,20,0,57,50,65,0,33,58,64,34,30,62,13714,32,['None'],51,0,29,39,46,59,['None'],0,64,64,57,64,34,23,38,55,49,40,40,53,40,41,39,50,53,40,41,39,50,42,2016-09-21,18,Med,West Ham,Med,Right,185,1,Premier League,Rice,Republic of Ireland,N\A,Normal,2,2,80,bronze,"{'PHY': '62', 'DEF': '56', 'DRI': '41', 'PAS': '34', 'SHO': '29', 'PAC': '64'}",56,CB,non-rare
95,92,95,88,87,80,95,84,89,0,94,72,50,0,76,90,93,0,93,91,95,91,72,84,18867,99,"['Crosser - Early Crosser', 'Dribbler - Speed Dribbler']",88,0,80,95,92,86,"['Speedster', 'Dribbler', 'Distance Shooter', 'Crosser', 'Tackler', 'Tactician', 'Acrobat', 'Complete Defender']",0,95,88,92,76,87,70,90,88,90,89,90,90,89,91,90,91,90,89,91,90,91,86,2017-06-02,23,High,OGC Nice,High,Right,175,1,Ligue 1,Ricardo Pereira,Portugal,TOTS-Ligue1,TOTS,3,4,70,gold,"{'PHY': '84', 'DEF': '89', 'DRI': '92', 'PAS': '91', 'SHO': '80', 'PAC': '95', 'TOTS-Ligue1': 'RB'}",90,Pereira,rare
85,93,91,88,92,76,77,86,82,0,88,83,91,0,67,86,97,0,93,85,84,89,82,86,18872,94,['Shooting - Long Shot Taker'],87,0,87,91,95,77,"['Dribbler', 'Play Maker', 'Distance Shooter', 'FK Specialist', 'Tactician', 'Acrobat', 'Midfielder']",0,84,99,79,75,93,57,90,82,88,89,91,84,89,89,88,86,84,89,89,88,86,86,2017-06-02,25,High,OGC Nice,Med,Right,168,1,Ligue 1,Seri,Ivory Coast,TOTS-Ligue1,TOTS,2,4,65,gold,"{'PHY': '86', 'DEF': '82', 'DRI': '90', 'PAS': '89', 'SHO': '87', 'PAC': '84'}",88,CM,rare
80,80,77,56,95,64,82,94,38,0,91,91,94,0,90,43,87,0,62,23,82,82,99,86,18294,84,"['Takes Powerful Driven Free Kicks', 'Selfish', 'Flair', 'Shooting - Long Shot Taker', 'Technical Dribbler']",67,0,90,84,96,29,"['Aerial Threat', 'Dribbler', 'Distance Shooter', 'FK Specialist', 'Strength', 'Clinical Finisher', 'Complete Forward', 'Poacher']",0,83,63,32,98,84,83,84,57,61,86,76,58,86,83,85,62,58,86,83,85,62,88,2017-04-12,26,Low,OGC Nice,Low,Right,189,4,Ligue 1,Balotelli,Italy,TOTW30,TIF,4,4,88,gold,"{'PHY': '86', 'DEF': '38', 'DRI': '88', 'PAS': '82', 'SHO': '90', 'PAC': '82'}",87,ST,rare
85,71,91,75,85,74,58,82,83,0,88,83,86,0,49,88,79,0,88,81,84,86,63,88,18878,88,['None'],80,0,82,97,84,78,"['Dribbler', 'Play Maker', 'Tactician', 'Acrobat', 'Strength']",0,82,87,91,94,91,61,88,82,87,86,89,81,86,84,84,82,81,86,84,84,82,82,2017-06-02,22,High,OGC Nice,Med,Right,180,1,Ligue 1,Cyprien,France,TOTS-Ligue1,TOTS,3,3,75,gold,"{'PHY': '88', 'DEF': '83', 'DRI': '87', 'PAS': '86', 'SHO': '82', 'PAC': '84'}",87,CDM,rare
58,83,63,75,84,77,73,61,89,0,70,57,72,0,92,87,74,0,90,85,60,81,68,86,17590,49,['Passing - Long Passer'],90,0,64,89,80,94,"['Aerial Threat', 'Tackler', 'Tactician', 'Strength', 'Complete Defender']",0,61,72,90,94,74,53,74,88,87,71,80,83,71,73,71,81,83,71,73,71,81,72,2017-02-22,33,Med,OGC Nice,Med,Left,188,3,Ligue 1,Dante,Brazil,TOTW23,SIF,2,4,87,gold,"{'PHY': '86', 'DEF': '89', 'DRI': '75', 'PAS': '81', 'SHO': '64', 'PAC': '60'}",86,CB,rare
79,77,76,55,93,64,78,89,34,0,89,90,89,0,81,39,84,0,59,20,81,78,99,83,15568,83,"['Takes Powerful Driven Free Kicks', 'Selfish', 'Flair', 'Shooting - Long Shot Taker', 'Technical Dribbler']",66,0,89,80,95,26,"['Dribbler', 'Distance Shooter', 'FK Specialist', 'Strength', 'Clinical Finisher', 'Complete Forward', 'Poacher']",0,82,61,28,95,80,82,82,53,57,84,73,55,84,81,83,59,55,84,81,83,59,85,2016-12-21,26,Low,OGC Nice,Low,Right,189,4,Ligue 1,Balotelli,Italy,TOTW14,SIF,4,4,88,gold,"{'PHY': '83', 'DEF': '34', 'DRI': '86', 'PAS': '78', 'SHO': '89', 'PAC': '81'}",86,ST,rare
54,79,59,70,78,77,70,58,86,0,65,54,68,0,89,84,71,0,86,82,56,77,64,82,15436,46,['Passing - Long Passer'],84,0,60,85,75,91,"['Tackler', 'Strength']",0,57,68,87,89,71,49,70,84,83,67,76,79,67,69,66,78,79,67,69,66,78,68,2016-12-07,33,Med,OGC Nice,Med,Left,188,3,Ligue 1,Dante,Brazil,TOTW12,IF,2,4,87,gold,"{'PHY': '82', 'DEF': '86', 'DRI': '70', 'PAS': '77', 'SHO': '60', 'PAC': '56'}",84,CB,rare
77,73,72,52,89,64,73,83,30,0,85,86,83,0,71,34,80,0,55,18,79,73,97,79,15077,79,"['Takes Powerful Driven Free Kicks', 'Selfish', 'Flair', 'Shooting - Long Shot Taker', 'Technical Dribbler']",63,0,85,75,91,23,['Strength'],0,80,58,25,90,75,78,78,49,54,80,69,52,80,77,79,55,52,80,77,79,55,81,2016-09-28,26,Low,OGC Nice,Low,Right,189,4,Ligue 1,Balotelli,Italy,TOTW2,IF,4,4,88,gold,"{'PHY': '79', 'DEF': '30', 'DRI': '82', 'PAS': '73', 'SHO': '85', 'PAC': '79'}",84,ST,rare
90,82,90,83,82,80,89,79,83,0,89,64,47,0,70,84,83,0,87,85,90,85,64,75,18425,90,"['Crosser - Early Crosser', 'Dribbler - Speed Dribbler']",83,0,72,89,82,80,"['Speedster', 'Dribbler', 'Acrobat']",0,90,79,86,68,81,63,84,81,84,83,84,84,83,85,84,85,84,83,85,84,85,79,2017-05-03,23,High,OGC Nice,High,Right,175,1,Ligue 1,Ricardo Pereira,Portugal,TOTW33,SIF,3,4,70,gold,"{'PHY': '75', 'DEF': '83', 'DRI': '87', 'PAS': '85', 'SHO': '72', 'PAC': '90', 'TOTW33': 'RM'}",84,Pereira,rare
81,84,85,82,86,76,72,80,75,0,82,76,85,0,62,79,88,0,87,78,80,83,75,78,18306,86,['Shooting - Long Shot Taker'],81,0,80,85,87,70,['None'],0,80,90,72,68,87,52,84,75,81,83,84,78,83,83,82,79,78,83,83,82,79,79,2017-04-19,25,High,OGC Nice,Med,Right,168,1,Ligue 1,Seri,Ivory Coast,TOTW31,IF,2,4,65,gold,"{'PHY': '78', 'DEF': '75', 'DRI': '84', 'PAS': '83', 'SHO': '80', 'PAC': '80'}",83,CDM,rare
81,70,84,76,82,74,79,74,44,0,82,87,76,0,74,35,75,0,71,44,84,78,67,80,15248,77,['Dribbler - Speed Dribbler'],75,0,85,79,89,34,['Clinical Finisher'],0,86,83,41,82,79,87,80,57,62,81,75,61,81,80,81,64,61,81,80,81,64,82,2016-10-26,24,High,OGC Nice,Med,Right,181,1,Ligue 1,Pléa,France,TOTW6,IF,3,3,79,gold,"{'PHY': '80', 'DEF': '44', 'DRI': '82', 'PAS': '78', 'SHO': '85', 'PAC': '84'}",83,ST,rare
88,79,87,80,79,80,84,74,80,0,86,59,44,0,68,81,80,0,82,82,88,80,59,72,15123,82,"['Crosser - Early Crosser', 'Dribbler - Speed Dribbler']",80,0,66,84,75,77,"['Dribbler', 'Acrobat']",0,88,76,83,65,76,58,80,78,80,79,80,81,79,81,80,82,81,79,81,80,82,74,2016-10-05,23,High,OGC Nice,High,Right,175,1,Ligue 1,Ricardo Pereira,Portugal,TOTW3,IF,3,4,70,gold,"{'PHY': '72', 'DEF': '80', 'DRI': '84', 'PAS': '80', 'SHO': '66', 'PAC': '88', 'TOTW3': 'RB'}",82,Pereira,rare
76,69,69,50,86,64,69,79,26,0,82,82,79,0,62,30,76,0,52,16,77,69,93,75,17542,75,"['Takes Powerful Driven Free Kicks', 'Selfish', 'Flair', 'Shooting - Long Shot Taker', 'Technical Dribbler']",60,0,81,71,87,20,['Strength'],0,78,55,22,86,71,74,75,45,50,77,66,48,77,74,76,52,48,77,74,76,52,77,2017-02-21,26,Low,OGC Nice,Low,Right,189,4,Ligue 1,Balotelli,Italy,Upgrades,Normal,4,4,88,gold,"{'PHY': '75', 'DEF': '26', 'DRI': '79', 'PAS': '69', 'SHO': '81', 'PAC': '77'}",81,ST,rare
53,73,54,64,72,77,62,52,81,0,60,48,61,0,84,79,65,0,77,77,54,69,57,76,17559,41,['Passing - Long Passer'],77,0,53,76,67,86,['None'],0,55,63,82,83,63,44,63,79,76,61,69,74,61,63,61,72,74,61,63,61,72,62,2017-02-21,33,Med,OGC Nice,Med,Left,188,3,Ligue 1,Dante,Brazil,Upgrades,Normal,2,4,87,gold,"{'PHY': '76', 'DEF': '81', 'DRI': '64', 'PAS': '69', 'SHO': '53', 'PAC': '54'}",81,CB,rare
76,70,70,51,87,64,70,80,28,0,83,83,80,0,66,32,77,0,53,17,78,70,94,76,15224,76,"['Takes Powerful Driven Free Kicks', 'Selfish', 'Flair', 'Shooting - Long Shot Taker', 'Technical Dribbler']",61,0,82,72,88,21,['Strength'],0,79,56,23,87,72,75,76,47,51,78,67,49,78,75,77,53,49,78,75,77,53,78,2016-10-21,26,Low,OGC Nice,Low,Right,189,4,Ligue 1,Balotelli,Italy,ScreamTeam,Halloween,4,4,88,gold,"{'PHY': '76', 'DEF': '28', 'DRI': '80', 'PAS': '70', 'SHO': '82', 'PAC': '78'}",80,ST,rare
77,73,88,77,84,70,75,78,56,0,81,69,78,0,67,66,78,0,80,49,74,80,81,70,17545,68,"['Selfish', 'Shooting - Finesse Shot', 'Flair', 'Playmaker', 'Technical Dribbler']",75,0,75,82,79,52,['None'],0,71,83,54,61,80,69,79,63,70,77,78,68,77,78,77,70,68,77,78,77,70,74,2017-02-21,27,Med,OGC Nice,Med,Right,177,2,Ligue 1,Belhanda,Morocco,Upgrades,Normal,4,4,75,gold,"{'PHY': '70', 'DEF': '56', 'DRI': '83', 'PAS': '80', 'SHO': '75', 'PAC': '74'}",80,CAM,rare
79,79,81,78,82,76,68,76,70,0,78,68,81,0,58,74,82,0,83,73,78,79,67,73,17578,77,['Shooting - Long Shot Taker'],77,0,71,81,78,66,['None'],0,78,84,68,64,83,47,79,71,76,78,80,74,78,78,77,75,74,78,78,77,75,73,2017-02-21,25,High,OGC Nice,Med,Right,168,1,Ligue 1,Seri,Ivory Coast,Upgrades,Normal,2,4,65,gold,"{'PHY': '73', 'DEF': '70', 'DRI': '80', 'PAS': '79', 'SHO': '71', 'PAC': '78'}",80,CM,rare
53,73,54,64,72,77,61,51,80,0,60,48,60,0,83,79,65,0,75,77,54,67,57,75,500,41,['Passing - Long Passer'],77,0,53,74,67,85,['None'],0,55,63,81,82,62,44,63,78,76,61,68,73,61,62,60,71,73,61,62,60,71,62,2016-09-21,33,Med,OGC Nice,Med,Left,188,3,Ligue 1,Dante,Brazil,N\A,Normal,2,4,87,gold,"{'PHY': '75', 'DEF': '80', 'DRI': '64', 'PAS': '67', 'SHO': '53', 'PAC': '54'}",80,CB,rare
79,73,79,77,80,76,68,76,70,0,77,68,80,0,58,74,76,0,82,73,78,78,67,67,787,77,['Shooting - Long Shot Taker'],76,0,71,80,78,66,['None'],0,78,78,68,59,82,47,78,70,75,77,78,73,77,77,76,74,73,77,77,76,74,73,2016-09-21,25,High,OGC Nice,Med,Right,168,1,Ligue 1,Seri,Ivory Coast,N\A,Normal,2,4,65,gold,"{'PHY': '67', 'DEF': '70', 'DRI': '78', 'PAS': '78', 'SHO': '71', 'PAC': '78'}",79,CM,non-rare
79,85,86,77,82,77,75,75,75,0,76,67,57,0,52,77,62,0,76,77,78,78,60,71,792,77,['None'],79,0,66,82,65,75,['None'],0,77,80,78,61,81,63,78,74,78,76,78,77,76,78,77,78,77,76,78,77,78,71,2016-09-21,21,Med,OGC Nice,High,Right,168,1,Ligue 1,Koziello,France,N\A,Normal,3,4,58,gold,"{'PHY': '71', 'DEF': '75', 'DRI': '79', 'PAS': '78', 'SHO': '66', 'PAC': '78'}",79,CM,rare
45,76,51,40,83,81,70,76,76,0,78,67,75,0,79,73,64,0,82,77,44,81,76,76,614,76,"['Injury Prone', 'Leadership', 'Passing - Long Passer']",83,0,71,85,76,72,['None'],0,43,59,77,85,86,67,77,77,78,75,80,71,75,74,73,72,71,75,74,73,72,74,2016-09-21,34,Med,OGC Nice,Med,Right,190,2,Ligue 1,Bodmer,France,N\A,Normal,2,4,90,gold,"{'PHY': '76', 'DEF': '76', 'DRI': '75', 'PAS': '81', 'SHO': '71', 'PAC': '44'}",79,CDM,non-rare
79,65,78,71,76,74,76,72,41,0,76,81,74,0,69,33,69,0,69,41,82,75,63,74,17541,72,['Dribbler - Speed Dribbler'],70,0,79,76,83,32,['None'],0,84,77,38,76,76,81,76,53,58,76,71,58,76,76,77,61,58,76,76,77,61,77,2017-02-21,24,High,OGC Nice,Med,Right,181,1,Ligue 1,Pléa,France,Upgrades,Normal,3,3,79,gold,"{'PHY': '74', 'DEF': '41', 'DRI': '76', 'PAS': '75', 'SHO': '79', 'PAC': '82'}",79,ST,rare
76,69,69,50,85,64,68,78,26,0,81,81,78,0,62,30,75,0,52,16,77,68,92,74,689,75,"['Takes Powerful Driven Free Kicks', 'Selfish', 'Flair', 'Shooting - Long Shot Taker', 'Technical Dribbler']",60,0,80,70,86,20,['None'],0,78,55,22,85,70,74,74,45,50,76,65,48,76,73,75,52,48,76,73,75,52,76,2016-09-21,26,Low,OGC Nice,Low,Right,189,4,Ligue 1,Balotelli,Italy,N\A,Normal,4,4,88,gold,"{'PHY': '74', 'DEF': '26', 'DRI': '78', 'PAS': '68', 'SHO': '80', 'PAC': '77'}",79,ST,rare
74,69,87,77,83,70,75,78,56,0,81,69,78,0,67,66,74,0,80,49,71,80,80,66,714,68,"['Selfish', 'Shooting - Finesse Shot', 'Flair', 'Playmaker', 'Technical Dribbler']",75,0,74,82,78,52,['None'],0,69,79,54,58,80,69,78,62,69,76,77,67,76,77,77,69,67,76,77,77,69,73,2016-09-21,27,Med,OGC Nice,Med,Right,177,2,Ligue 1,Belhanda,Morocco,N\A,Normal,4,4,75,gold,"{'PHY': '66', 'DEF': '56', 'DRI': '82', 'PAS': '80', 'SHO': '74', 'PAC': '71'}",79,CAM,non-rare
62,78,60,65,65,69,65,56,78,0,62,37,36,0,82,74,80,0,68,78,65,66,50,77,873,48,"['Leadership', 'Power Header']",74,0,45,74,59,74,['None'],0,68,74,79,78,60,29,62,77,73,60,66,73,60,63,61,72,73,60,63,61,72,59,2016-09-21,29,Med,OGC Nice,Med,Right,187,1,Ligue 1,Baysse,France,N\A,Normal,2,3,85,gold,"{'PHY': '77', 'DEF': '78', 'DRI': '63', 'PAS': '66', 'SHO': '45', 'PAC': '65'}",78,CB,non-rare
81,64,84,69,78,74,52,73,73,0,81,75,77,0,43,77,71,0,79,71,80,77,57,80,17562,80,['None'],73,0,74,87,76,69,['None'],0,78,80,80,85,81,55,80,73,78,78,80,73,78,77,77,74,73,78,77,77,74,74,2017-02-21,22,High,OGC Nice,Med,Right,180,1,Ligue 1,Cyprien,France,Upgrades,Normal,3,3,75,gold,"{'PHY': '80', 'DEF': '73', 'DRI': '80', 'PAS': '77', 'SHO': '74', 'PAC': '80'}",78,CM,rare
86,75,84,78,77,80,79,70,76,0,83,54,42,0,65,77,76,0,77,78,86,75,54,68,989,75,"['Crosser - Early Crosser', 'Dribbler - Speed Dribbler']",78,0,60,79,69,74,['None'],0,86,72,79,62,72,53,76,75,76,75,76,77,75,77,76,78,77,75,77,76,78,70,2016-09-21,23,High,OGC Nice,High,Right,175,1,Ligue 1,Ricardo Pereira,Portugal,N\A,Normal,3,4,70,gold,"{'PHY': '68', 'DEF': '76', 'DRI': '81', 'PAS': '75', 'SHO': '60', 'PAC': '86'}",78,Pereira,rare
48,37,43,43,30,46,20,13,0,78,25,14,18,76,16,15,55,79,33,18,0,0,23,0,17551,79,['Comes for Crosses'],65,75,0,45,25,16,['None'],48,46,36,14,76,45,20,35,30,32,32,34,28,32,34,32,30,28,32,34,32,30,29,2017-02-21,23,Med,OGC Nice,Med,Right,181,1,Ligue 1,Cardinale,France,Upgrades,Normal,1,3,84,gold,"{'POS': '79', 'SPE': '48', 'REF': '79', 'KIC': '75', 'HAN': '76', 'DIV': '78'}",77,GK,non-rare
88,77,84,68,80,62,79,70,72,0,79,62,48,0,60,73,58,0,68,70,90,70,42,73,17553,76,"['Dives Into Tackles', 'Dribbler - Speed Dribbler']",81,0,63,71,72,74,['None'],0,90,81,75,67,65,46,74,72,74,75,73,77,75,77,76,77,77,75,77,76,77,72,2017-02-21,23,High,OGC Nice,Med,Left,181,1,Ligue 1,Dalbert,Brazil,Upgrades,Normal,2,3,70,gold,"{'PHY': '73', 'DEF': '72', 'DRI': '79', 'PAS': '70', 'SHO': '63', 'PAC': '90'}",77,LB,rare
76,79,68,64,71,67,54,42,76,0,66,32,40,0,69,77,77,0,78,77,77,67,42,79,1175,27,['None'],73,0,38,77,56,76,['None'],0,78,80,78,78,67,38,63,76,76,59,68,74,59,65,60,73,74,59,65,60,73,56,2016-09-21,27,Med,OGC Nice,High,Left,185,1,Ligue 1,Le Marchand,France,N\A,Normal,2,2,77,gold,"{'PHY': '79', 'DEF': '76', 'DRI': '68', 'PAS': '67', 'SHO': '38', 'PAC': '77'}",77,Marchand,rare
77,59,78,71,76,74,76,72,38,0,76,81,74,0,64,31,63,0,69,38,79,75,63,67,1245,72,['Dribbler - Speed Dribbler'],70,0,79,76,83,30,['None'],0,81,70,36,69,76,81,76,50,57,76,70,56,76,75,76,59,56,76,75,76,59,76,2016-09-21,24,High,OGC Nice,Med,Right,181,1,Ligue 1,Pléa,France,N\A,Normal,3,3,79,gold,"{'PHY': '67', 'DEF': '38', 'DRI': '76', 'PAS': '75', 'SHO': '79', 'PAC': '79'}",77,ST,non-rare
72,58,77,67,79,65,74,76,33,0,77,72,82,0,52,32,58,0,73,33,74,76,71,62,1571,71,"['Flair', 'Shooting - Long Shot Taker']",70,0,73,77,76,24,['None'],0,75,65,31,63,77,72,75,46,56,74,70,53,74,74,75,57,53,74,74,75,57,71,2016-09-21,25,Med,OGC Nice,Low,Right,181,2,Ligue 1,Eysseric,France,N\A,Normal,3,3,73,gold,"{'PHY': '62', 'DEF': '33', 'DRI': '77', 'PAS': '76', 'SHO': '73', 'PAC': '74'}",76,CAM,non-rare
68,75,73,82,77,83,76,61,70,0,71,66,77,0,63,75,81,0,76,66,65,77,61,65,17024,65,['None'],69,0,68,80,75,73,['None'],0,63,73,71,56,78,67,73,70,73,71,75,72,71,73,72,73,72,71,73,72,73,68,2017-02-02,34,Med,OGC Nice,Med,Right,172,2,Ligue 1,Obbadi,Morocco,Transfers,Normal,3,4,65,gold,"{'PHY': '65', 'DEF': '70', 'DRI': '73', 'PAS': '77', 'SHO': '68', 'PAC': '65'}",76,CM,non-rare
41,37,43,43,30,46,20,13,0,72,25,14,18,76,16,15,55,76,33,18,0,0,23,0,1761,75,['Comes for Crosses'],65,72,0,45,25,16,['None'],41,40,36,14,76,45,20,34,29,32,31,34,28,31,33,31,29,28,31,33,31,29,29,2016-09-21,23,Med,OGC Nice,Med,Right,181,1,Ligue 1,Cardinale,France,N\A,Normal,1,3,84,gold,"{'POS': '75', 'SPE': '41', 'REF': '76', 'KIC': '72', 'HAN': '76', 'DIV': '72'}",75,GK,non-rare
87,74,79,64,75,62,77,68,68,0,74,62,47,0,57,69,56,0,67,67,88,68,42,70,2145,76,"['Dives Into Tackles', 'Dribbler - Speed Dribbler']",76,0,63,69,72,70,['None'],0,88,78,71,65,64,46,72,68,70,72,70,73,72,74,74,74,73,72,74,74,74,70,2016-09-21,23,High,OGC Nice,Med,Left,181,1,Ligue 1,Dalbert,Brazil,N\A,Normal,2,3,70,silver,"{'PHY': '70', 'DEF': '68', 'DRI': '74', 'PAS': '68', 'SHO': '63', 'PAC': '88'}",74,LB,rare
69,68,79,77,78,75,64,64,68,0,69,58,53,0,47,69,63,0,76,69,71,75,54,70,17571,52,['None'],70,0,60,81,69,65,['None'],0,72,78,72,67,81,51,72,68,73,68,74,70,68,71,69,71,70,68,71,69,71,64,2017-02-21,22,Med,OGC Nice,Med,Left,175,1,Ligue 1,Walter,France,Upgrades,Normal,3,4,72,silver,"{'PHY': '70', 'DEF': '68', 'DRI': '74', 'PAS': '75', 'SHO': '60', 'PAC': '71'}",74,CM,rare
